Series_reference,Period,Value,Unit,Seasonality,Series_name,RBNZ_seriesID,Transaction,Transaction_label,Asset_type,Sector,Sector_name
SNEQ.SG15ALE00000AFA0631S500,2015.03,63524,NZDm,A,Net equity in superannuation funds,HHAL.QA3.F05,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0681S500,2015.03,70551,NZDm,A,Net equity in life insurance and superannuation funds,HHAL.QA3.F01,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFL0000S500,2015.03,171656,NZDm,A,Total household financial liabilities,HHAL.QB,LE,Closing balance sheet,AFL,5,Households
SNEQ.SG15ALE00000AFL0400S500,2015.03,171656,NZDm,A,Total loans,HHAL.QB,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0481S500,2015.03,14183,NZDm,A,Total consumer loans,HHAL.QB12,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0482S500,2015.03,9790,NZDm,A,Consumer loans with registered banks,HHAL.QB12.D01,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0483S500,2015.03,4303,NZDm,A,Consumer loans with non-bank lending institutions,HHAL.QB12.D70,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0484S500,2015.03,90,NZDm,A,Other consumer loans,HHAL.QB12.F,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0461S500,2015.03,142625,NZDm,A,Total housing loans,HHAL.QB11,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0462S500,2015.03,140700,NZDm,A,Housing loans with registered banks,HHAL.QB11.D01,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0463S500,2015.03,1628,NZDm,A,Housing loans with non-bank lending institutions,HHAL.QB11.D70,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0464S500,2015.03,297,NZDm,A,Other housing loans,HHAL.QB11.F,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0471S500,2015.03,200003,NZDm,A,Housing loans (including rental properties),HHAL.QM22,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0485S500,2015.03,14848,NZDm,A,Student loans,HHAL.QB15,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AN70000S500,2015.03,791166,NZDm,A,Housing and land value (including rental properties),HHAL.QC1,LE,Closing balance sheet,AN310,5,Households
SNEQ.SG15ALE00000AN60000S500,2015.03,595920,NZDm,A,Housing and land value,HHAL.QC6,LE,Closing balance sheet,AN6,5,Households
SNEQ.SG15ALE00000B900000S500,2015.03,1271105,NZDm,A,Net wealth,HHAL.QC3,LE,Closing balance sheet,B90,5,Households
SNEQ.SG15ALE00000B910000S500,2015.03,675185,NZDm,A,Net financial wealth,HHAL.QC5,LE,Closing balance sheet,B91,5,Households
SNEQ.SG15ALE00000AFA0000S500,2015.06,844246,NZDm,A,Total Household financial assets,HHAL.QA,LE,Closing balance sheet,AFA,5,Households
SNEQ.SG15ALE00000AFA0211S500,2015.06,2973,NZDm,A,Currency,HHAL.QA5,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0280S500,2015.06,140380,NZDm,A,Total deposits,HHAL.QA1,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0281S500,2015.06,137128,NZDm,A,Deposits with registered banks,HHAL.QA1.D01,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0282S500,2015.06,3252,NZDm,A,Deposits with non-bank deposit takers,HHAL.QA1.D70,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0300S500,2015.06,4971,NZDm,A,Total debt securities,HHAL.QA2,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0381S500,2015.06,505,NZDm,A,Central government debt securities,HHAL.QA2.P01,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0382S500,2015.06,354,NZDm,A,Local government debt securities,HHAL.QA2.P05,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0383S500,2015.06,4113,NZDm,A,Other debt securities,HHAL.QA2.Q,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0400S500,2015.06,366,NZDm,A,Loans,HHAL.QA6,LE,Closing balance sheet,AFA04,5,Households
SNEQ.SG15ALE00000AFA0500S500,2015.06,616940,NZDm,A,Total equity and investment fund shares,HHAL.QA4,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0510S500,2015.06,538088,NZDm,A,Total equity,HHAL.QA40,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0581S500,2015.06,97556,NZDm,A,NZ listed shares,HHAL.QA41.ZN,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0582S500,2015.06,7451,NZDm,A,Overseas listed shares,HHAL.QA41.ZF,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0512S500,2015.06,81361,NZDm,A,NZ unlisted shares,HHAL.QA43.Q03,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0520S500,2015.06,78853,NZDm,A,Total investment fund shares,HHAL.QA46,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0521S500,2015.06,5998,NZDm,A,Cash management trusts,HHAL.QA46.D75,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0522S500,2015.06,72854,NZDm,A,Investment fund shares,HHAL.QA46.F34,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0513S500,2015.06,351719,NZDm,A,Equity in unincorporated NZ businesses,HHAL.QA43.Q04,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0600S500,2015.06,78616,NZDm,A,Total insurance technical reserves,HHAL.QA3.F,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0611S500,2015.06,6917,NZDm,A,Non-life insurance claims,HHAL.QA3.F04,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0621S500,2015.06,7161,NZDm,A,Net equity in life insurance reserves,HHAL.QA3.F03,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0631S500,2015.06,64538,NZDm,A,Net equity in superannuation funds,HHAL.QA3.F05,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0681S500,2015.06,71699,NZDm,A,Net equity in life insurance and superannuation funds,HHAL.QA3.F01,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFL0000S500,2015.06,174230,NZDm,A,Total household financial liabilities,HHAL.QB,LE,Closing balance sheet,AFL,5,Households
SNEQ.SG15ALE00000AFL0400S500,2015.06,174230,NZDm,A,Total loans,HHAL.QB,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0481S500,2015.06,14365,NZDm,A,Total consumer loans,HHAL.QB12,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0482S500,2015.06,9966,NZDm,A,Consumer loans with registered banks,HHAL.QB12.D01,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0483S500,2015.06,4311,NZDm,A,Consumer loans with non-bank lending institutions,HHAL.QB12.D70,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0484S500,2015.06,88,NZDm,A,Other consumer loans,HHAL.QB12.F,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0461S500,2015.06,145028,NZDm,A,Total housing loans,HHAL.QB11,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0462S500,2015.06,143146,NZDm,A,Housing loans with registered banks,HHAL.QB11.D01,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0463S500,2015.06,1586,NZDm,A,Housing loans with non-bank lending institutions,HHAL.QB11.D70,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0464S500,2015.06,296,NZDm,A,Other housing loans,HHAL.QB11.F,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0471S500,2015.06,203353,NZDm,A,Housing loans (including rental properties),HHAL.QM22,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0485S500,2015.06,14837,NZDm,A,Student loans,HHAL.QB15,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AN70000S500,2015.06,821359,NZDm,A,Housing and land value (including rental properties),HHAL.QC1,LE,Closing balance sheet,AN310,5,Households
SNEQ.SG15ALE00000AN60000S500,2015.06,623377,NZDm,A,Housing and land value,HHAL.QC6,LE,Closing balance sheet,AN6,5,Households
SNEQ.SG15ALE00000B900000S500,2015.06,1293393,NZDm,A,Net wealth,HHAL.QC3,LE,Closing balance sheet,B90,5,Households
SNEQ.SG15ALE00000B910000S500,2015.06,670017,NZDm,A,Net financial wealth,HHAL.QC5,LE,Closing balance sheet,B91,5,Households
SNEQ.SG15ALE00000AFA0000S500,2015.09,838286,NZDm,A,Total Household financial assets,HHAL.QA,LE,Closing balance sheet,AFA,5,Households
SNEQ.SG15ALE00000AFA0211S500,2015.09,3094,NZDm,A,Currency,HHAL.QA5,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0280S500,2015.09,145049,NZDm,A,Total deposits,HHAL.QA1,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0281S500,2015.09,141761,NZDm,A,Deposits with registered banks,HHAL.QA1.D01,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0282S500,2015.09,3288,NZDm,A,Deposits with non-bank deposit takers,HHAL.QA1.D70,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0300S500,2015.09,4909,NZDm,A,Total debt securities,HHAL.QA2,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0381S500,2015.09,509,NZDm,A,Central government debt securities,HHAL.QA2.P01,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0382S500,2015.09,350,NZDm,A,Local government debt securities,HHAL.QA2.P05,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0383S500,2015.09,4051,NZDm,A,Other debt securities,HHAL.QA2.Q,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0400S500,2015.09,353,NZDm,A,Loans,HHAL.QA6,LE,Closing balance sheet,AFA04,5,Households
SNEQ.SG15ALE00000AFA0500S500,2015.09,605035,NZDm,A,Total equity and investment fund shares,HHAL.QA4,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0510S500,2015.09,524518,NZDm,A,Total equity,HHAL.QA40,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0581S500,2015.09,91021,NZDm,A,NZ listed shares,HHAL.QA41.ZN,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0582S500,2015.09,6875,NZDm,A,Overseas listed shares,HHAL.QA41.ZF,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0512S500,2015.09,67647,NZDm,A,NZ unlisted shares,HHAL.QA43.Q03,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0520S500,2015.09,80516,NZDm,A,Total investment fund shares,HHAL.QA46,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0521S500,2015.09,6556,NZDm,A,Cash management trusts,HHAL.QA46.D75,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0522S500,2015.09,73960,NZDm,A,Investment fund shares,HHAL.QA46.F34,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0513S500,2015.09,358975,NZDm,A,Equity in unincorporated NZ businesses,HHAL.QA43.Q04,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0600S500,2015.09,79845,NZDm,A,Total insurance technical reserves,HHAL.QA3.F,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0611S500,2015.09,7697,NZDm,A,Non-life insurance claims,HHAL.QA3.F04,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0621S500,2015.09,7038,NZDm,A,Net equity in life insurance reserves,HHAL.QA3.F03,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0631S500,2015.09,65111,NZDm,A,Net equity in superannuation funds,HHAL.QA3.F05,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0681S500,2015.09,72149,NZDm,A,Net equity in life insurance and superannuation funds,HHAL.QA3.F01,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFL0000S500,2015.09,177080,NZDm,A,Total household financial liabilities,HHAL.QB,LE,Closing balance sheet,AFL,5,Households
SNEQ.SG15ALE00000AFL0400S500,2015.09,177080,NZDm,A,Total loans,HHAL.QB,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0481S500,2015.09,14364,NZDm,A,Total consumer loans,HHAL.QB12,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0482S500,2015.09,9919,NZDm,A,Consumer loans with registered banks,HHAL.QB12.D01,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0483S500,2015.09,4357,NZDm,A,Consumer loans with non-bank lending institutions,HHAL.QB12.D70,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0484S500,2015.09,88,NZDm,A,Other consumer loans,HHAL.QB12.F,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0461S500,2015.09,147879,NZDm,A,Total housing loans,HHAL.QB11,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0462S500,2015.09,146057,NZDm,A,Housing loans with registered banks,HHAL.QB11.D01,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0463S500,2015.09,1527,NZDm,A,Housing loans with non-bank lending institutions,HHAL.QB11.D70,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0464S500,2015.09,295,NZDm,A,Other housing loans,HHAL.QB11.F,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0471S500,2015.09,207335,NZDm,A,Housing loans (including rental properties),HHAL.QM22,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0485S500,2015.09,14837,NZDm,A,Student loans,HHAL.QB15,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AN70000S500,2015.09,862341,NZDm,A,Housing and land value (including rental properties),HHAL.QC1,LE,Closing balance sheet,AN310,5,Households
SNEQ.SG15ALE00000AN60000S500,2015.09,654359,NZDm,A,Housing and land value,HHAL.QC6,LE,Closing balance sheet,AN6,5,Households
SNEQ.SG15ALE00000B900000S500,2015.09,1315565,NZDm,A,Net wealth,HHAL.QC3,LE,Closing balance sheet,B90,5,Households
SNEQ.SG15ALE00000B910000S500,2015.09,661206,NZDm,A,Net financial wealth,HHAL.QC5,LE,Closing balance sheet,B91,5,Households
SNEQ.SG15ALE00000AFA0000S500,2015.12,855961,NZDm,A,Total Household financial assets,HHAL.QA,LE,Closing balance sheet,AFA,5,Households
SNEQ.SG15ALE00000AFA0211S500,2015.12,3360,NZDm,A,Currency,HHAL.QA5,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0280S500,2015.12,148666,NZDm,A,Total deposits,HHAL.QA1,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0281S500,2015.12,145423,NZDm,A,Deposits with registered banks,HHAL.QA1.D01,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0282S500,2015.12,3243,NZDm,A,Deposits with non-bank deposit takers,HHAL.QA1.D70,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0300S500,2015.12,5091,NZDm,A,Total debt securities,HHAL.QA2,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0381S500,2015.12,522,NZDm,A,Central government debt securities,HHAL.QA2.P01,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0382S500,2015.12,369,NZDm,A,Local government debt securities,HHAL.QA2.P05,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0383S500,2015.12,4200,NZDm,A,Other debt securities,HHAL.QA2.Q,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0400S500,2015.12,340,NZDm,A,Loans,HHAL.QA6,LE,Closing balance sheet,AFA04,5,Households
SNEQ.SG15ALE00000AFA0500S500,2015.12,616740,NZDm,A,Total equity and investment fund shares,HHAL.QA4,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0510S500,2015.12,533073,NZDm,A,Total equity,HHAL.QA40,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0581S500,2015.12,104652,NZDm,A,NZ listed shares,HHAL.QA41.ZN,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0582S500,2015.12,6956,NZDm,A,Overseas listed shares,HHAL.QA41.ZF,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0512S500,2015.12,60237,NZDm,A,NZ unlisted shares,HHAL.QA43.Q03,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0520S500,2015.12,83667,NZDm,A,Total investment fund shares,HHAL.QA46,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0521S500,2015.12,6793,NZDm,A,Cash management trusts,HHAL.QA46.D75,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0522S500,2015.12,76873,NZDm,A,Investment fund shares,HHAL.QA46.F34,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0513S500,2015.12,361229,NZDm,A,Equity in unincorporated NZ businesses,HHAL.QA43.Q04,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0600S500,2015.12,81764,NZDm,A,Total insurance technical reserves,HHAL.QA3.F,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0611S500,2015.12,7212,NZDm,A,Non-life insurance claims,HHAL.QA3.F04,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0621S500,2015.12,7100,NZDm,A,Net equity in life insurance reserves,HHAL.QA3.F03,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0631S500,2015.12,67452,NZDm,A,Net equity in superannuation funds,HHAL.QA3.F05,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0681S500,2015.12,74552,NZDm,A,Net equity in life insurance and superannuation funds,HHAL.QA3.F01,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFL0000S500,2015.12,180184,NZDm,A,Total household financial liabilities,HHAL.QB,LE,Closing balance sheet,AFL,5,Households
SNEQ.SG15ALE00000AFL0400S500,2015.12,180184,NZDm,A,Total loans,HHAL.QB,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0481S500,2015.12,14699,NZDm,A,Total consumer loans,HHAL.QB12,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0482S500,2015.12,10212,NZDm,A,Consumer loans with registered banks,HHAL.QB12.D01,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0483S500,2015.12,4399,NZDm,A,Consumer loans with non-bank lending institutions,HHAL.QB12.D70,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0484S500,2015.12,88,NZDm,A,Other consumer loans,HHAL.QB12.F,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0461S500,2015.12,150737,NZDm,A,Total housing loans,HHAL.QB11,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0462S500,2015.12,148995,NZDm,A,Housing loans with registered banks,HHAL.QB11.D01,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0463S500,2015.12,1448,NZDm,A,Housing loans with non-bank lending institutions,HHAL.QB11.D70,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0464S500,2015.12,294,NZDm,A,Other housing loans,HHAL.QB11.F,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0471S500,2015.12,211322,NZDm,A,Housing loans (including rental properties),HHAL.QM22,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0485S500,2015.12,14748,NZDm,A,Student loans,HHAL.QB15,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AN70000S500,2015.12,873190,NZDm,A,Housing and land value (including rental properties),HHAL.QC1,LE,Closing balance sheet,AN310,5,Households
SNEQ.SG15ALE00000AN60000S500,2015.12,654445,NZDm,A,Housing and land value,HHAL.QC6,LE,Closing balance sheet,AN6,5,Households
SNEQ.SG15ALE00000B900000S500,2015.12,1330222,NZDm,A,Net wealth,HHAL.QC3,LE,Closing balance sheet,B90,5,Households
SNEQ.SG15ALE00000B910000S500,2015.12,675777,NZDm,A,Net financial wealth,HHAL.QC5,LE,Closing balance sheet,B91,5,Households
SNEQ.SG15ALE00000AFA0000S500,2016.03,870121,NZDm,A,Total Household financial assets,HHAL.QA,LE,Closing balance sheet,AFA,5,Households
SNEQ.SG15ALE00000AFA0211S500,2016.03,3236,NZDm,A,Currency,HHAL.QA5,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0280S500,2016.03,150572,NZDm,A,Total deposits,HHAL.QA1,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0281S500,2016.03,147432,NZDm,A,Deposits with registered banks,HHAL.QA1.D01,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0282S500,2016.03,3140,NZDm,A,Deposits with non-bank deposit takers,HHAL.QA1.D70,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0300S500,2016.03,5246,NZDm,A,Total debt securities,HHAL.QA2,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0381S500,2016.03,501,NZDm,A,Central government debt securities,HHAL.QA2.P01,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0382S500,2016.03,381,NZDm,A,Local government debt securities,HHAL.QA2.P05,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0383S500,2016.03,4364,NZDm,A,Other debt securities,HHAL.QA2.Q,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0400S500,2016.03,328,NZDm,A,Loans,HHAL.QA6,LE,Closing balance sheet,AFA04,5,Households
SNEQ.SG15ALE00000AFA0500S500,2016.03,628212,NZDm,A,Total equity and investment fund shares,HHAL.QA4,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0510S500,2016.03,542454,NZDm,A,Total equity,HHAL.QA40,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0581S500,2016.03,110867,NZDm,A,NZ listed shares,HHAL.QA41.ZN,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0582S500,2016.03,6943,NZDm,A,Overseas listed shares,HHAL.QA41.ZF,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0512S500,2016.03,58721,NZDm,A,NZ unlisted shares,HHAL.QA43.Q03,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0520S500,2016.03,85758,NZDm,A,Total investment fund shares,HHAL.QA46,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0521S500,2016.03,7027,NZDm,A,Cash management trusts,HHAL.QA46.D75,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0522S500,2016.03,78731,NZDm,A,Investment fund shares,HHAL.QA46.F34,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0513S500,2016.03,365922,NZDm,A,Equity in unincorporated NZ businesses,HHAL.QA43.Q04,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0600S500,2016.03,82527,NZDm,A,Total insurance technical reserves,HHAL.QA3.F,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0611S500,2016.03,6119,NZDm,A,Non-life insurance claims,HHAL.QA3.F04,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0621S500,2016.03,7312,NZDm,A,Net equity in life insurance reserves,HHAL.QA3.F03,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0631S500,2016.03,69096,NZDm,A,Net equity in superannuation funds,HHAL.QA3.F05,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0681S500,2016.03,76408,NZDm,A,Net equity in life insurance and superannuation funds,HHAL.QA3.F01,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFL0000S500,2016.03,183664,NZDm,A,Total household financial liabilities,HHAL.QB,LE,Closing balance sheet,AFL,5,Households
SNEQ.SG15ALE00000AFL0400S500,2016.03,183664,NZDm,A,Total loans,HHAL.QB,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0481S500,2016.03,14640,NZDm,A,Total consumer loans,HHAL.QB12,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0482S500,2016.03,10115,NZDm,A,Consumer loans with registered banks,HHAL.QB12.D01,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0483S500,2016.03,4437,NZDm,A,Consumer loans with non-bank lending institutions,HHAL.QB12.D70,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0484S500,2016.03,88,NZDm,A,Other consumer loans,HHAL.QB12.F,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0461S500,2016.03,153644,NZDm,A,Total housing loans,HHAL.QB11,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0462S500,2016.03,151900,NZDm,A,Housing loans with registered banks,HHAL.QB11.D01,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0463S500,2016.03,1461,NZDm,A,Housing loans with non-bank lending institutions,HHAL.QB11.D70,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0464S500,2016.03,283,NZDm,A,Other housing loans,HHAL.QB11.F,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0471S500,2016.03,215393,NZDm,A,Housing loans (including rental properties),HHAL.QM22,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0485S500,2016.03,15380,NZDm,A,Student loans,HHAL.QB15,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AN70000S500,2016.03,905368,NZDm,A,Housing and land value (including rental properties),HHAL.QC1,LE,Closing balance sheet,AN310,5,Households
SNEQ.SG15ALE00000AN60000S500,2016.03,679595,NZDm,A,Housing and land value,HHAL.QC6,LE,Closing balance sheet,AN6,5,Households
SNEQ.SG15ALE00000B900000S500,2016.03,1366052,NZDm,A,Net wealth,HHAL.QC3,LE,Closing balance sheet,B90,5,Households
